nct_id,brief_title,official_title,overall_status,start_date,sponsor,condition,phase,intervention_name,intervention_type,primary_outcome,secondary_outcome,country,study_type,enrollment
NCT03599193,A Bioavailability Study of DFD-03 Compared to Tazorac® in Patients With Moderate Acne Vulgaris,"A Randomized, Open-Label, Multiple Dose, Bioavailability Study of DFD-03 (Tazarotene Lotion, 0.1 % ) Dosed Twice Daily Compared to Once Daily Tazorac® (Tazarotene) Cream, 0.1% in Patients With Moderate Acne Vulgaris",COMPLETED,2017-10-04,Dr. Reddy's Laboratories Limited,Acne Vulgaris,PHASE2,"Tazarotene Lotion, 0.1% + Tazarotene Cream, 0.1%",DRUG,Maximum Plasma Concentration (Cmax) | Area Under the Curve (AUC0-24) at Steady State | Number of Subjects With Treatment Emergent Adverse Events (TEAE),Time to Maximum Concentration (Tmax) of Tazarotenic Acid,United States,INTERVENTIONAL,58
NCT02916940,Injection of Corticoids for the Treatment of Acute Sprains of the Proximal Interphalangeal Joints of the Fingers.,Randomized Controlled Prospective Study on the Injection of Corticoids for the Treatment of Acute Sprains of the Proximal Interphalangeal Joints of the Fingers (Thumb Excluded).,COMPLETED,2016-11-16,Brugmann University Hospital,Sprain,PHASE2,Diprophos,DRUG,Flexion/extension deficit | Flexion/extension deficit | Flexion/extension deficit | Laxity in hyperextension | Laxity in hyperextension | Laxity in hyperextension | Diameter of the articulation | Diameter of the articulation | Diameter of the articulation | Prehension force | Prehension force | Prehension force,EVA scale | EVA scale | Mini-DASH | Mini-DASH | Mitchigan Hand Questionnaire | Mitchigan Hand Questionnaire,Belgium,INTERVENTIONAL,60
NCT02140476,Comparative Analysis Between Bipolar Device and Conventional Tie & Suture Technique in Thyroidectomy,Comparative Analysis Between A Bipolar Vessel Sealing and Cutting Device and the Tie and Suture Technique in Thyroidectomy: A Two Institution Randomized Clinical Trial,UNKNOWN,2014-05,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Thyroid Goiter | Papillary Thyroid Cancer,NA,Bipolar vessel sealing and cutting device + Conventional thyroidectomy,DEVICE; PROCEDURE,Operative time and surgical safety,Surgical complications,"Brazil, Mexico",INTERVENTIONAL,160
NCT06497426,Efficacy of a Water Intervention in Institutionalized Aged Population.,Efficacy of a Water Intervention in the Improvement of Anabolic Resistance and Some Physiologic Adaptive Water Conservation Mechanisms in Institutionalized Aged Population. A Randomized Controlled Trial.,COMPLETED,2023-06-15,Consorci Sanitari del Maresme,Muscle Loss,NA,Study intervention,OTHER,Nitrogen balance | Plasmatic and urinary urea concentration | Urea | Creatinine-height index,Inflammatory parameters | Sympathetic tone | Plasma copeptin levels | Plasmatic anabolic hormones | Plasmatic catabolic hormones | Plasmatic osmolarity | Urinary osmolarity | BIA hydration parameters,Spain,INTERVENTIONAL,17
NCT00717314,A Study of CellCept (Mycophenolate Mofetil) Combined With Calcineurin Inhibitors in Liver Transplant Patients.,"A Randomized, Open Label Study Comparing the Effect of CellCept Combined With 2 Regimens of Reduced Calcineurin Inhibitors on Kidney Function in Liver Transplant Patients",COMPLETED,2008-05,Hoffmann-La Roche,Liver Transplantation,PHASE4,Mycophenolate mofetil + CNI (50%) + CNI (≥75%),DRUG,Percentage of Participants With Decrease in Glomerular Filtration Rate (GFR) of Greater Than 20%,"Percentage of Participants With Graft Loss or Death at Week 52 | Percentage of Participants With Biopsy-Proven Acute Rejection (BPAR) at Week 52 | Changes From Baseline in Creatinine Clearance (Milliliters Per Minute [mL/Min]) | Change From Baseline in Corrected Creatinine Clearance (mL/Min) at Week 52 | Percentage Change in Creatinine Clearance From Baseline | Percentage of Participants Experiencing Acute Rejection, Graft Loss, Death, or a Decrease From BL in Creatinine Clearance of ≥20% at Week 52",China,INTERVENTIONAL,87
NCT04997213,Biofeedback Balance Exercises in Parkinson's Disease,Effects of Classical Balance-Coordination Exercises and Static Posturography Device Assisted Feedback Exercises on Fall Risk and Balance-Coordination Parameters in Parkinson Disease,COMPLETED,2020-01-01,Abant Izzet Baysal University,Parkinson Disease | Balance; Distorted,NA,Biofeedback exercises + Conventional Exercises,OTHER,The Hoehn and Yahr Scale | The Movement Disorder Society Unified Parkinson's Disease rating Scale | The Movement Disorder Society Unified Parkinson's Disease rating Scale | Tinetti Balance and Gait Assessment | Tinetti Balance and Gait Assessment | Berg Balance Scale | Berg Balance Scale | Timed Up and Go Test | Timed Up and Go Test,Tandem Stance Test | Tandem Stance Test | Health Assessment Questionnaire | Health Assessment Questionnaire | Beck Depression Inventory | Beck Depression Inventory,Turkey (Türkiye),INTERVENTIONAL,60
NCT01484535,Aspiration for Pain Relief Following Ankle Fracture,Aspiration for Pain Relief Following Ankle Fracture: A Prospective Double-Blind Randomized Controlled Trial,COMPLETED,2011-09,Mayo Clinic,Ankle Fracture,NA,Ankle Aspiration + Ankle aspiration Standard Anterolateral,PROCEDURE,Pain as rated by numerical rating scale (NRS) scores in the emergency department and in the first 72 hours from the time of initial evaluation.,Percentage of volumetric increase of the injured ankle compared to the uninjured ankle.,United States,INTERVENTIONAL,130
NCT04252547,Effect of Kangaroo Care on Test Weighing,The Effect Of Kangaroo Mother Care On Test Weighing In Preterm Infants,RECRUITING,2024-06-09,Istanbul University - Cerrahpasa,Kangaroo Care | Weight Gain | Oxygen Saturation | Heart Rate,NA,Kangaroo Care + Control,OTHER,Test Weighing,Heart Rate | Oxygen Saturation,Turkey (Türkiye),INTERVENTIONAL,46
NCT04738123,A Study to Assess Efficacy and Safety of KarXT in Acutely Psychotic Hospitalized Adult Patients With Schizophrenia (EMERGENT-3),"A Phase 3, Randomized, Double-blind, Parallel-group, Placebo-controlled, Multicenter Study to Evaluate the Efficacy and Safety of KarXT in Acutely Psychotic Hospitalized Adults With DSM-5 Schizophrenia",COMPLETED,2021-04-06,"Karuna Therapeutics, Inc., a Bristol Myers Squibb company",Schizophrenia | Schizophrenia; Psychosis,PHASE3,Xanomeline and Trospium Chloride Capsules + Placebo,DRUG,Change From Baseline in Positive and Negative Syndrome Scale (PANSS) Total Score at Week 5,Change From Baseline in Positive and Negative Syndrome Scale (PANSS) Positive Score at Week 5 | Change From Baseline in Positive and Negative Syndrome Scale (PANSS) Negative Score at Week 5 | Positive and Negative Syndrome Scale (PANSS) Negative Marder Factor Score Change From Baseline at Week 5 | Clinical Global Impression-Severity (CGI-S) Score Change From Baseline at Week 5 | Number of Participants Who Achieve >=30% Reduction in Positive and Negative Symptoms Scale (PANSS) Total Score From Baseline to Week 5 | Number of Participants Experiencing Adverse Events (AEs) | Number of Participants Experiencing Cholinergic Symptom Adverse Event | Change From Baseline in Simpson-Angus Scale Total Score (SAS) | Change From Baseline in Barnes Akathisia Rating Scale (BARS) Total Score | Change From Baseline in Abnormal Involuntary Movement Scale (AIMS) Total Score | Number of Participants Who Experienced Weight Change | Change From Baseline in Body Mass Index (BMI) | Change From Baseline in Waist Circumference | Change From Baseline in Orthostatic Vital Signs - Blood Pressure | Change From Baseline in Orthostatic Vital Signs - Heart Rate | Change From Baseline in Electrocardiogram (ECG) Mean Heart Rate | Number of Participants Experiencing Clinically Significant Abnormal Physical Examination Results | Number of Participants Experiencing Each Suicidal Ideation Scale Category as Per Columbia Suicide Severity Rating Scale (C-SSRS) | Area Under the Plasma Concentration-Time Curve (AUC) | Maximum Concentration (Cmax) | Time to Maximum Concentration (Tmax) | Mean Observed Hemoglobin Levels | Mean Observed Hematocrit Levels | Mean Observed Erythrocyte Levels | Mean Observed Platelets Levels | Mean Observed Leukocytes Levels | Mean Observed Lymphocytes Levels | Mean Observed Activated Partial Thromboplastin Time | Mean Observed Prothrombin Time | Mean Observed Urinalysis - pH | Mean Observed Urinalysis - Prolactin | The Number of Participants With Positive Drug Screen Results | The Number of Participants With Elevated Liver Function Test Results,"Ukraine, United States",INTERVENTIONAL,256
NCT03770455,Avelumab Plus 2nd-generation ADT in African American Subjects With mCRPC,PDL-1 Inhibition With Avelumab and Concurrent Second-generation ADT in African Americans With Castrate-resistant Metastatic Prostate Cancer,TERMINATED,2019-01-25,"Jodi Layton, MD",Metastatic Castration-resistant Prostate Cancer,PHASE2,Avelumab + 2nd generation ADT (abiraterone or enzalutamide),DRUG,Prostate-Specific Antigen (PSA) Response Greater Than or Equal to 50%,PSA Progression-free Survival (PFS) | Radiographic Progression-free Survival (PFS) | Overall Survival (OS),United States,INTERVENTIONAL,8
NCT06948617,Children's Preferences on Digital and Conventional Impression Techniques,Digital and Conventional Impression Techniques: What Influences Children's Preferences?,COMPLETED,2023-01-15,Uşak University,Dental Impressions,NA,digital intraoral scanner + Alginate Impression,DEVICE,Modified Children Perception test,Responses to open-ended questions,Turkey (Türkiye),INTERVENTIONAL,131
NCT04035460,A Pilot Study Comparing Oxygen Delivery Via Helmet Interface Versus High Flow Nasal Cannula,A Pilot Randomized Controlled Study of Non-invasive Oxygenation and Ventilation in Patients With Acute Hypoxemic Respiratory Failure (AHRF): A Comparison of Oxygen Delivery Via Helmet Interface Versus High Flow Nasal Cannula (HFNC),UNKNOWN,2018-06-01,Baystate Medical Center,Hypoxemic Respiratory Failure,NA,Helmet + High Flow Nasal Oxygen,DEVICE,Rate of intubation,"Time to intubation | Intubation-free days through day 28 | Organ-failure-free days through day 28 | Mortality prior to discharge from hospital (up to study day 90 whichever comes first) | Hospital mortality to day 28 | ICU free-days to day 28 | Hospital length of stay | Rate of cross-over between groups | Complications | Ventilator associated pneumonia, barotrauma | Total daily dose of sedative medications (milligram) | Highest level of daily mobility through day 7 | Tolerance of the devices | Rate and reason for exclusion from enrollment to this trial of Helmet-NIPPV vs. HFNC | Rate of intubation in non-enrolled patients that meet inclusion and exclusion criteria | Richmond Agitation and Sedation Scale (RASS) | Confusion Assessment Method for the ICU (CAM-ICU)",United States,INTERVENTIONAL,1
NCT03346629,Outpatient Service for Mid-trimester Termination of Pregnancy,"Evaluating the Safety, Acceptability and Feasibility of an Outpatient ""Day Procedure"" Service Documenting the Roles of Health Workers in the Provision of Medical Abortion at 13-18 Weeks Gestation",COMPLETED,2017-12-01,Gynuity Health Projects,Abortion in Second Trimester,PHASE4,Mifepristone + Misoprostol,DRUG,Successful medical abortion,"Induction-to-abortion interval | Total dose of misoprostol | Safety - Proportion of participants who experience at least one of the following: extramural delivery, hemorrhage requiring transfusion, infection, uterine rupture, prolonged hospitalization, any complications | Tasks performed by certified staff | Hospital admission time | Side Effects | Initiation-to-abortion interval",Nepal,INTERVENTIONAL,230
NCT02543879,Study of a Novel BET Inhibitor FT-1101 in Patients With Relapsed or Refractory Hematologic Malignancies,"A Phase 1/1b Dose Escalation, Multicenter, Open-label, Safety, Pharmacokinetic and Pharmacodynamic Study of FT-1101 as a Single Agent and in Combination With Azacitidine in Patients With Relapsed or Refractory Hematologic Malignancies",COMPLETED,2015-09,"Forma Therapeutics, Inc.",Acute Myeloid Leukemia | Acute Myelogenous Leukemia | Myelodysplastic Syndrome | Non-Hodgkin Lymphoma,PHASE1,FT-1101 + Azacitidine,DRUG,Maximum Tolerated Dose (MTD) | Dose Limiting Toxicities (DLT) | Recommended Phase 2 Dose (RP2D),Area under the plasma concentration versus time curve (AUC) | Peak Plasma Concentration (Cmax) | Time of peak plasma concentration (TMax) | Time for half of the drug to be absent in blood stream following dose (T 1/2) | Rate at which drug is removed from blood stream (CL/F) | Rate of drug distribution within the blood stream (Vd/F) | Observe patients for any evidence of anti-leukemic or anti-myelodysplastic activity of FT-1101,United States,INTERVENTIONAL,94
NCT01962233,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Hypoxic Ischemic Encephalopathy,Safety and Efficacy Investigation of Patients With Hypoxic Ischemic Encephalopathy by Transplantation of Umbilical Cord Derived Mesenchymal Stem Cells,UNKNOWN,2013-09,Hebei Medical University,Hypoxic Ischemic Encephalopathy,PHASE1,mesenchymal stem cells,BIOLOGICAL,National Institutes of Health Stroke Scale (NIHSS) scores.,The Barthel Index | The Mini-Mental State Examination (MMSE) | The Montreal Cognitive Assessment(MoCA) | Unified Parkinson's Disease Rating Scale (UPDRS) | adverse reaction,China,INTERVENTIONAL,10
NCT04708223,"Prospective, Split-mouth, Comparative Study to Compare Clinical Outcomes of Two Different Posterior Composite",A 24-Month Clinical Evaluation of an Ultra-rapid Polymerizing Resin Composite,COMPLETED,2018-09-01,Ivoclar Vivadent AG,Caries | Defective Tooth Restorations,NA,Direct restorative treatment with fast-curing composites (Tetric PowerFill/ Tetric PowerFlow) + Direct restorative treatment with conventionally applied composites (Tetric EvoCeram Bulk Fill/ Tetric EvoFlow Bulk Fill),DEVICE,Number of Teeth Analyzed According to FDI 11 - Postoperative Hypersensitivity | Number of Teeth Analyzed According to FDI 11 - Postoperative Hypersensitivity | Number of Teeth Analyzed According to FDI 11 - Postoperative Hypersensitivity | Number of Teeth Analyzed According to FDI 11 - Postoperative Hypersensitivity | Number of Teeth Analyzed According to FDI 11 - Postoperative Hypersensitivity,Restoration Quality Evaluation | Restoration Quality Evaluation | Restoration Quality Evaluation | Restoration Quality Evaluation | Restoration Quality Evaluation,United States,INTERVENTIONAL,51
